year,month,day,checklists,contributors,species
1945,2,19,0,1,1
1945,2,20,0,1,1
1945,2,21,0,1,1
1945,2,23,1,1,12
1945,2,24,1,3,9
1945,2,25,2,4,29
1945,2,26,0,1,8
1945,2,27,0,2,2
1945,2,28,0,1,2
1945,3,1,0,2,3
1945,3,2,0,2,6
1945,3,3,0,3,3
1945,3,4,4,8,38
1945,3,5,1,2,2
1945,3,6,0,1,1
1945,3,7,0,1,2
1945,3,8,0,3,4
1945,3,9,0,2,2
1945,3,10,1,1,1
1945,3,11,5,11,38
1945,3,12,0,1,1
1945,3,13,0,2,3
1945,3,14,0,4,4
1945,3,15,0,4,4
1945,3,16,0,5,8
1945,3,17,2,4,22
1945,3,18,5,6,46
1945,3,19,1,3,5
1945,3,20,0,2,2
1945,3,21,0,4,6
1945,3,22,0,1,1
1945,3,24,1,4,32
1945,3,25,1,3,32
1945,3,26,1,4,8
1945,3,27,0,3,4
1945,3,28,0,1,1
1945,3,29,0,2,5
1945,3,30,0,3,4
1945,3,31,0,1,10
1945,4,1,1,4,29
1945,4,2,1,3,10
1945,4,3,0,3,6
1945,4,5,1,3,17
1945,4,7,0,1,1
1945,4,8,2,5,33
1945,4,9,0,1,2
1945,4,10,0,4,6
1945,4,11,0,2,4
1945,4,12,0,1,1
1945,4,13,0,4,10
1945,4,14,2,5,48
1945,4,15,1,3,34
1945,4,16,0,3,3
1945,4,17,0,4,4
1945,4,18,0,2,5
1945,4,19,0,1,1
1945,4,20,0,2,4
1945,4,21,2,3,40
1945,4,22,1,2,26
1945,4,23,0,3,3
1945,4,24,0,2,2
1945,4,25,0,3,3
1945,4,26,0,1,1
1945,4,27,1,2,2
1945,4,28,0,4,5
1945,4,29,1,8,17
1945,4,30,0,2,3
1945,5,1,0,3,2
1945,5,2,0,4,6
1945,5,3,0,1,1
1945,5,5,1,4,6
1945,5,6,1,4,41
1945,5,7,1,2,3
1945,5,8,2,6,46
1945,5,9,0,1,1
1945,5,10,1,3,92
1945,5,11,2,5,43
1945,5,12,1,4,67
1945,5,13,1,4,67
1945,5,14,0,3,6
1945,5,15,0,6,22
1945,5,16,0,4,7
1945,5,17,1,2,2
1945,5,18,1,3,8
1945,5,19,1,5,46
1945,5,20,5,6,94
1945,5,21,0,1,1
1945,5,22,1,6,8
1945,5,23,0,1,2
1945,5,24,0,2,2
1945,5,25,2,3,4
1945,5,26,0,2,2
1945,5,27,3,5,61
1945,5,28,0,2,6
1945,5,29,0,2,2
1945,5,30,1,2,1
1945,6,1,2,6,10
1945,6,2,1,3,4
1945,6,3,2,3,48
1945,6,5,0,2,2
1945,6,6,0,2,4
1945,6,8,0,1,1
1945,6,9,0,1,0
1945,6,10,1,5,9
1945,6,11,1,2,6
1945,6,12,1,2,2
1945,6,13,0,2,2
1945,6,14,1,4,4
1945,6,15,1,3,3
1945,6,16,0,2,2
1945,6,17,1,2,4
1945,6,18,0,1,1
1945,6,19,0,1,2
1945,6,20,0,1,1
1945,6,21,0,1,3
1945,6,23,0,1,1
1945,6,24,1,3,42
1945,6,25,0,1,2
1945,6,26,0,2,3
1945,6,27,1,3,33
1945,6,28,0,3,3
1945,6,29,1,2,20
1945,6,30,0,2,1
1945,7,1,0,2,1
1945,7,2,0,1,1
1945,7,3,0,1,1
1945,7,4,3,2,57
1945,7,5,1,2,12
1945,7,6,1,1,9
1945,7,7,0,1,3
1945,7,8,0,1,1
1945,7,9,0,1,1
1945,7,10,0,2,2
1945,7,12,1,1,13
1945,7,13,0,1,1
1945,7,16,0,1,1
1945,7,17,2,1,21
1945,7,19,0,1,1
1945,7,20,0,1,1
1945,7,22,0,1,1
1945,7,23,0,2,3
1945,7,24,0,2,2
1945,7,25,0,1,1
1945,7,26,1,2,15
1945,7,27,1,2,12
1945,7,28,2,1,23
1945,7,29,0,1,1
1945,7,30,1,4,17
1945,7,31,0,1,1
1945,8,4,1,3,5
1945,8,5,0,1,0
1945,8,7,1,2,18
1945,8,8,0,4,6
1945,8,9,0,1,1
1945,8,10,0,1,1
1945,8,13,0,1,1
1945,8,15,0,2,2
1945,8,16,0,1,1
1945,8,17,0,2,2
1945,8,18,1,1,16
1945,8,19,2,3,60
1945,8,20,0,2,3
1945,8,21,0,1,1
1945,8,22,0,3,2
1945,8,23,0,3,2
1945,8,24,0,2,2
1945,8,25,1,2,1
1945,8,26,0,1,1
1945,8,27,0,2,2
1945,8,28,0,3,7
1945,8,29,0,1,4
1945,8,30,0,1,1
1945,8,31,0,3,2
1945,9,1,0,3,17
1945,9,2,0,1,1
1945,9,3,1,3,40
1945,9,4,0,2,1
1945,9,6,0,1,1
1945,9,7,0,1,1
1945,9,8,1,4,46
1945,9,9,0,3,3
1945,9,10,0,2,5
1945,9,11,0,1,3
1945,9,12,0,1,1
1945,9,13,0,3,2
1945,9,14,0,1,1
1945,9,15,0,3,9
1945,9,16,1,2,12
1945,9,17,0,1,3
1945,9,18,0,1,1
1945,9,21,0,1,2
1945,9,22,0,1,6
1945,9,23,1,3,27
1945,9,24,0,2,5
1945,9,25,0,2,5
1945,9,26,0,2,5
1945,9,27,1,1,36
1945,9,28,0,1,2
1945,9,29,0,2,4
1945,9,30,1,5,10
1945,10,1,0,4,6
1945,10,3,0,4,12
1945,10,4,0,2,2
1945,10,5,0,2,3
1945,10,6,2,2,26
1945,10,7,0,2,3
1945,10,8,0,1,1
1945,10,9,0,1,0
1945,10,10,0,2,3
1945,10,11,0,2,2
1945,10,12,0,1,1
1945,10,13,1,3,24
1945,10,14,1,2,21
1945,10,15,0,2,6
1945,10,18,0,1,2
1945,10,20,1,2,34
1945,10,21,1,6,31
1945,10,22,0,1,23
1945,10,23,1,2,8
1945,10,25,0,1,1
1945,10,26,2,2,40
1945,10,27,1,3,17
1945,10,28,1,5,67
1945,10,30,0,1,1
1945,11,1,0,1,1
1945,11,3,1,2,32
1945,11,4,1,3,18
1945,11,9,0,2,2
1945,11,10,1,3,28
1945,11,11,1,3,10
1945,11,12,0,2,7
1945,11,15,0,4,2
1945,11,17,0,1,1
1945,11,18,1,3,11
1945,11,22,0,2,2
1945,11,24,1,4,20
1945,11,25,4,2,28
1945,11,28,0,4,5
1945,11,29,0,1,1
1945,11,30,0,2,2
1945,12,1,1,4,14
1945,12,2,1,2,3
1945,12,5,0,1,1
1945,12,8,0,1,1
1945,12,9,0,1,1
1945,12,10,0,1,1
1945,12,11,0,1,1
1945,12,12,1,2,23
1945,12,15,1,4,4
1945,12,18,0,1,7
1945,12,21,0,1,1
1945,12,23,1,2,34
1945,12,26,0,2,7
1945,12,27,0,2,2
1945,12,28,2,4,33
1945,12,29,3,2,34
1945,12,30,1,2,25
1946,1,1,3,5,22
1946,1,2,0,1,0
1946,1,3,1,1,1
1946,1,4,2,2,7
1946,1,5,2,2,14
1946,1,6,3,4,17
1946,1,7,1,2,5
1946,1,8,1,1,5
1946,1,9,1,2,6
1946,1,10,1,2,6
1946,1,11,2,4,9
1946,1,12,2,4,11
1946,1,13,3,3,41
1946,1,14,1,3,3
1946,1,15,1,3,10
1946,1,16,1,1,3
1946,1,17,0,1,1
1946,1,19,1,2,14
1946,1,20,1,3,7
1946,1,21,0,2,2
1946,1,22,1,2,5
1946,1,23,1,1,8
1946,1,24,1,1,3
1946,1,25,1,1,5
1946,1,26,1,3,8
1946,1,27,1,3,11
1946,1,28,1,2,8
1946,1,29,1,1,6
1946,1,31,1,2,7
1946,2,2,1,2,10
1946,2,3,1,3,9
1946,2,6,1,1,13
1946,2,8,1,1,9
1946,2,9,1,2,8
1946,2,10,3,4,17
1946,2,11,1,1,3
1946,2,12,2,4,7
1946,2,13,2,2,9
1946,2,14,2,2,7
1946,2,15,2,4,9
1946,2,16,2,2,6
1946,2,17,4,6,49
1946,2,18,2,4,14
1946,2,19,2,2,6
1946,2,20,2,4,12
1946,2,21,3,3,11
1946,2,22,2,4,10
1946,2,23,2,6,11
1946,2,24,3,4,21
1946,2,25,1,2,12
1946,2,26,2,5,11
1946,2,27,2,3,12
1946,2,28,3,3,10
1946,3,1,2,3,9
1946,3,2,2,4,10
1946,3,3,5,8,45
1946,3,4,2,5,13
1946,3,5,3,3,13
1946,3,6,2,4,13
1946,3,7,2,4,9
1946,3,8,1,3,8
1946,3,9,3,6,51
1946,3,10,2,4,14
1946,3,11,1,3,13
1946,3,12,1,5,13
1946,3,13,2,4,15
1946,3,14,1,2,7
1946,3,15,1,4,13
1946,3,16,3,5,47
1946,3,17,4,8,65
1946,3,18,1,4,9
1946,3,19,1,3,9
1946,3,20,2,4,11
1946,3,21,2,3,48
1946,3,22,2,4,25
1946,3,23,4,6,54
1946,3,24,3,8,74
1946,3,25,2,4,22
1946,3,26,1,3,11
1946,3,27,1,1,7
1946,3,28,1,3,12
1946,3,29,2,6,30
1946,3,30,3,5,47
1946,3,31,4,9,84
1946,4,1,1,3,11
1946,4,2,2,3,33
1946,4,3,1,2,10
1946,4,4,1,2,8
1946,4,5,2,5,25
1946,4,6,4,9,58
1946,4,7,3,4,76
1946,4,8,1,3,27
1946,4,9,2,2,32
1946,4,10,2,5,27
1946,4,11,2,3,35
1946,4,12,1,2,7
1946,4,13,5,6,78
1946,4,14,4,8,79
1946,4,15,3,4,42
1946,4,16,2,2,17
1946,4,17,3,6,37
1946,4,18,2,4,16
1946,4,19,3,7,34
1946,4,20,3,9,40
1946,4,21,6,6,92
1946,4,22,2,5,17
1946,4,23,1,5,16
1946,4,24,3,6,39
1946,4,25,2,5,21
1946,4,26,1,3,10
1946,4,27,3,7,46
1946,4,28,10,9,81
1946,4,29,1,3,6
1946,4,30,4,8,52
1946,5,1,3,9,59
1946,5,2,1,4,27
1946,5,3,1,2,1
1946,5,4,1,6,69
1946,5,5,8,13,178
1946,5,6,5,8,69
1946,5,7,1,3,10
1946,5,8,1,3,13
1946,5,9,4,7,84
1946,5,10,6,9,120
1946,5,11,3,7,98
1946,5,12,4,9,151
1946,5,13,1,5,14
1946,5,14,3,7,102
1946,5,15,1,7,60
1946,5,16,0,3,4
1946,5,17,1,3,19
1946,5,18,1,4,91
1946,5,19,3,9,88
1946,5,20,1,4,18
1946,5,21,2,6,57
1946,5,22,1,5,58
1946,5,23,2,6,85
1946,5,24,0,2,3
1946,5,25,2,5,56
1946,5,26,1,4,74
1946,5,28,1,2,45
1946,5,29,0,1,1
1946,5,30,1,4,72
1946,5,31,0,3,7
1946,6,1,0,6,10
1946,6,2,0,2,5
1946,6,3,0,1,1
1946,6,5,2,2,46
1946,6,6,0,1,1
1946,6,7,0,2,2
1946,6,8,1,1,3
1946,6,10,0,1,2
1946,6,11,0,1,1
1946,6,12,0,2,6
1946,6,15,1,5,69
1946,6,16,2,3,62
1946,6,17,0,1,6
1946,6,18,0,5,5
1946,6,19,0,2,2
1946,6,20,0,3,6
1946,6,21,0,2,3
1946,6,22,1,2,5
1946,6,23,0,2,3
1946,6,24,0,1,1
1946,6,25,0,2,1
1946,6,26,0,1,1
1946,6,27,0,1,0
1946,6,28,0,2,2
1946,6,29,1,3,58
1946,6,30,1,1,35
1946,7,1,0,2,2
1946,7,2,0,1,1
1946,7,3,0,2,7
1946,7,4,1,2,2
1946,7,5,0,1,2
1946,7,6,1,6,65
1946,7,7,1,2,52
1946,7,8,0,1,8
1946,7,9,1,1,20
1946,7,10,0,2,2
1946,7,11,2,1,20
1946,7,12,1,2,38
1946,7,13,1,3,39
1946,7,14,0,3,18
1946,7,15,0,4,4
1946,7,16,2,1,50
1946,7,17,2,1,30
1946,7,18,1,2,23
1946,7,19,0,1,2
1946,7,20,0,1,1
1946,7,21,1,2,38
1946,7,22,0,1,2
1946,7,23,0,1,2
1946,7,24,0,2,7
1946,7,26,1,1,3
1946,7,27,0,1,1
1946,7,29,1,2,29
1946,7,30,0,1,1
1946,8,1,0,2,2
1946,8,2,1,1,29
1946,8,5,0,3,2
1946,8,6,0,2,3
1946,8,8,0,2,9
1946,8,9,0,3,9
1946,8,10,0,3,3
1946,8,11,2,3,56
1946,8,12,1,2,43
1946,8,13,1,1,41
1946,8,14,1,3,22
1946,8,15,1,3,29
1946,8,16,1,3,17
1946,8,17,1,2,3
1946,8,18,1,5,9
1946,8,19,1,1,30
1946,8,20,0,1,3
1946,8,23,0,1,17
1946,8,24,0,2,2
1946,8,25,2,3,70
1946,8,26,0,2,0
1946,8,27,0,5,2
1946,8,28,0,2,3
1946,8,29,0,2,1
1946,8,30,1,2,25
1946,8,31,2,3,74
1946,9,1,1,3,16
1946,9,2,1,3,25
1946,9,3,0,2,1
1946,9,4,1,5,22
1946,9,5,0,1,1
1946,9,6,1,3,12
1946,9,7,3,4,65
1946,9,8,4,8,57
1946,9,9,1,1,8
1946,9,10,2,4,21
1946,9,11,0,2,20
1946,9,12,0,1,1
1946,9,13,0,2,1
1946,9,14,1,3,49
1946,9,15,1,4,63
1946,9,16,0,2,2
1946,9,17,0,3,14
1946,9,18,0,1,0
1946,9,20,0,1,1
1946,9,21,1,1,42
1946,9,22,1,2,2
1946,9,23,0,1,1
1946,9,24,1,2,39
1946,9,25,1,3,2
1946,9,26,1,1,32
1946,9,27,0,3,3
1946,9,28,2,2,34
1946,9,29,3,4,58
1946,9,30,2,4,38
1946,10,1,1,5,10
1946,10,2,1,3,6
1946,10,3,1,4,15
1946,10,4,1,3,10
1946,10,5,4,5,10
1946,10,6,1,6,19
1946,10,7,1,1,10
1946,10,8,2,3,7
1946,10,9,1,1,2
1946,10,10,1,1,4
1946,10,11,1,3,11
1946,10,12,2,3,46
1946,10,13,3,7,77
1946,10,14,2,5,9
1946,10,15,1,3,6
1946,10,16,1,1,5
1946,10,17,1,2,4
1946,10,18,1,1,6
1946,10,19,4,6,55
1946,10,20,1,5,12
1946,10,21,1,1,4
1946,10,22,1,2,11
1946,10,23,1,1,6
1946,10,24,1,2,8
1946,10,25,1,1,8
1946,10,26,3,3,42
1946,10,27,5,7,59
1946,10,28,1,2,10
1946,10,29,1,3,5
1946,10,30,1,2,10
1946,10,31,2,2,13
1946,11,1,2,4,9
1946,11,2,4,6,33
1946,11,3,3,6,49
1946,11,4,1,3,10
1946,11,5,1,1,5
1946,11,6,1,3,15
1946,11,7,2,3,8
1946,11,8,1,1,8
1946,11,9,2,5,13
1946,11,10,2,6,19
1946,11,11,1,1,7
1946,11,12,1,3,10
1946,11,13,1,3,12
1946,11,14,1,2,8
1946,11,15,1,6,20
1946,11,16,2,5,25
1946,11,17,3,3,37
1946,11,18,1,3,10
1946,11,19,1,3,12
1946,11,20,2,2,8
1946,11,21,2,2,5
1946,11,22,1,1,8
1946,11,23,1,3,3
1946,11,24,1,4,10
1946,11,25,1,1,5
1946,11,26,1,3,11
1946,11,27,1,1,3
1946,11,28,3,5,14
1946,11,29,1,2,5
1946,11,30,1,2,11
1946,12,1,1,2,14
1946,12,2,1,1,2
1946,12,3,1,1,5
1946,12,4,1,1,6
1946,12,5,1,3,4
1946,12,6,1,2,4
1946,12,8,1,1,5
1946,12,9,1,1,8
1946,12,10,1,1,7
1946,12,11,1,2,4
1946,12,12,1,2,4
1946,12,13,1,2,5
1946,12,14,2,3,18
1946,12,15,3,5,19
1946,12,16,1,2,10
1946,12,17,1,1,7
1946,12,18,1,2,3
1946,12,20,1,3,5
1946,12,21,1,3,6
1946,12,22,2,6,34
1946,12,23,1,1,3
1946,12,24,1,2,3
1946,12,25,1,1,6
1946,12,26,2,4,38
1946,12,27,2,3,29
1946,12,28,2,4,8
1946,12,29,4,5,42
1946,12,30,1,2,2
1946,12,31,1,2,6
1947,1,1,3,7,27
1947,1,2,2,3,6
1947,1,3,1,2,2
1947,1,4,2,2,10
1947,1,5,3,6,27
1947,1,6,1,1,3
1947,1,7,1,2,3
1947,1,8,1,1,3
1947,1,9,1,2,2
1947,1,10,2,5,8
1947,1,11,2,4,12
1947,1,12,2,5,19
1947,1,13,1,2,3
1947,1,14,0,1,4
1947,1,15,2,4,10
1947,1,16,1,2,6
1947,1,17,1,3,8
1947,1,18,1,2,8
1947,1,19,1,5,25
1947,1,20,2,2,6
1947,1,21,1,2,2
1947,1,22,3,2,14
1947,1,23,1,1,6
1947,1,24,1,2,10
1947,1,25,2,3,19
1947,1,26,3,4,38
1947,1,27,1,1,5
1947,1,28,1,3,7
1947,1,29,1,1,5
1947,1,30,1,1,5
1947,1,31,1,2,10
1947,2,1,1,1,4
1947,2,2,2,5,18
1947,2,3,1,1,7
1947,2,4,2,1,7
1947,2,5,1,2,4
1947,2,6,1,2,7
1947,2,7,1,3,7
1947,2,8,2,4,9
1947,2,9,1,2,7
1947,2,10,1,1,3
1947,2,11,1,2,6
1947,2,12,1,3,15
1947,2,13,1,1,5
1947,2,14,1,1,8
1947,2,15,1,3,10
1947,2,16,3,4,18
1947,2,17,1,3,5
1947,2,18,1,2,9
1947,2,19,1,2,4
1947,2,20,1,3,7
1947,2,21,1,5,6
1947,2,22,2,4,38
1947,2,23,2,6,20
1947,2,24,1,3,8
1947,2,25,1,4,12
1947,2,26,1,3,10
1947,2,27,1,3,10
1947,2,28,1,4,11
1947,3,1,2,4,11
1947,3,2,3,4,14
1947,3,3,1,3,11
1947,3,4,1,3,8
1947,3,5,1,4,8
1947,3,6,1,4,10
1947,3,7,1,3,7
1947,3,8,3,9,23
1947,3,9,4,5,22
1947,3,10,1,2,5
1947,3,11,1,4,8
1947,3,12,1,5,15
1947,3,13,1,4,12
1947,3,14,1,4,9
1947,3,15,6,10,56
1947,3,16,2,5,42
1947,3,17,1,6,14
1947,3,18,1,5,10
1947,3,19,2,5,17
1947,3,20,2,3,11
1947,3,21,1,2,9
1947,3,22,1,2,7
1947,3,23,4,11,56
1947,3,24,2,4,12
1947,3,25,1,5,12
1947,3,26,1,3,7
1947,3,27,1,5,12
1947,3,28,1,5,11
1947,3,29,2,6,15
1947,3,30,5,12,68
1947,3,31,1,5,12
1947,4,1,3,8,33
1947,4,2,2,4,28
1947,4,3,2,4,26
1947,4,4,1,4,10
1947,4,5,2,4,48
1947,4,6,5,6,66
1947,4,7,1,6,16
1947,4,8,2,6,38
1947,4,9,1,2,9
1947,4,10,1,5,36
1947,4,11,0,6,24
1947,4,12,4,11,86
1947,4,13,8,15,91
1947,4,14,1,4,17
1947,4,15,0,5,24
1947,4,16,1,3,33
1947,4,17,2,7,45
1947,4,18,1,5,40
1947,4,19,2,10,34
1947,4,20,3,12,70
1947,4,21,1,3,22
1947,4,22,2,5,45
1947,4,23,0,10,51
1947,4,24,4,9,63
1947,4,25,3,11,62
1947,4,26,4,11,113
1947,4,27,5,14,138
1947,4,28,1,7,24
1947,4,29,3,7,71
1947,4,30,4,13,84
1947,5,1,1,11,52
1947,5,2,1,8,54
1947,5,3,5,13,124
1947,5,4,6,13,152
1947,5,5,0,8,31
1947,5,6,1,6,43
1947,5,7,0,5,17
1947,5,8,2,6,25
1947,5,9,2,6,40
1947,5,10,4,15,106
1947,5,11,6,14,149
1947,5,12,5,8,102
1947,5,13,1,9,77
1947,5,14,2,8,60
1947,5,15,0,9,53
1947,5,16,1,7,76
1947,5,17,2,11,126
1947,5,18,8,17,172
1947,5,19,0,7,46
1947,5,20,1,6,41
1947,5,21,0,5,11
1947,5,22,3,8,19
1947,5,23,1,3,4
1947,5,24,2,6,62
1947,5,25,2,6,59
1947,5,26,0,1,3
1947,5,27,0,4,12
1947,5,28,0,2,1
1947,5,29,1,4,62
1947,5,30,4,7,63
1947,5,31,2,5,72
1947,6,1,3,6,34
1947,6,2,1,3,18
1947,6,3,1,6,6
1947,6,4,1,1,4
1947,6,5,0,1,1
1947,6,6,0,5,10
1947,6,7,0,4,5
1947,6,8,0,5,5
1947,6,10,1,5,16
1947,6,11,0,5,10
1947,6,12,1,3,12
1947,6,13,0,3,3
1947,6,14,1,3,7
1947,6,15,0,6,8
1947,6,16,0,2,2
1947,6,17,0,1,1
1947,6,18,1,2,15
1947,6,19,2,4,28
1947,6,20,1,4,29
1947,6,21,0,2,2
1947,6,22,4,5,63
1947,6,23,1,2,17
1947,6,24,0,3,3
1947,6,25,0,2,4
1947,6,26,0,4,6
1947,6,27,0,2,6
1947,6,28,0,5,7
1947,6,29,0,4,10
1947,6,30,1,2,22
1947,7,1,1,3,20
1947,7,2,1,4,14
1947,7,3,1,3,7
1947,7,4,0,2,1
1947,7,5,0,3,3
1947,7,6,1,4,14
1947,7,8,0,2,3
1947,7,9,0,2,3
1947,7,10,0,3,4
1947,7,11,0,1,1
1947,7,12,0,1,1
1947,7,13,0,1,0
1947,7,14,0,1,1
1947,7,15,0,2,3
1947,7,16,0,3,5
1947,7,17,0,1,3
1947,7,18,0,2,2
1947,7,19,1,4,25
1947,7,20,0,2,2
1947,7,21,0,2,4
1947,7,22,0,1,2
1947,7,23,0,3,7
1947,7,24,0,1,1
1947,7,25,0,1,1
1947,7,26,3,6,32
1947,7,27,3,4,44
1947,7,28,0,2,3
1947,7,29,0,1,1
1947,8,3,1,1,22
1947,8,5,0,2,2
1947,8,7,0,4,9
1947,8,8,1,4,5
1947,8,9,1,3,19
1947,8,10,2,3,21
1947,8,11,0,3,3
1947,8,12,0,3,2
1947,8,13,0,2,2
1947,8,14,0,1,1
1947,8,15,0,4,11
1947,8,17,1,4,29
1947,8,19,0,2,2
1947,8,20,1,5,11
1947,8,22,1,5,38
1947,8,23,1,4,17
1947,8,24,0,2,21
1947,8,25,0,3,3
1947,8,26,1,2,24
1947,8,27,2,3,32
1947,8,28,1,2,16
1947,8,29,1,3,19
1947,8,30,2,6,52
1947,8,31,3,5,42
1947,9,1,1,2,25
1947,9,2,0,1,1
1947,9,3,0,1,2
1947,9,4,0,2,2
1947,9,5,1,2,20
1947,9,6,1,3,43
1947,9,7,0,3,2
1947,9,8,0,1,1
1947,9,9,0,1,0
1947,9,10,0,4,7
1947,9,11,1,2,6
1947,9,12,0,1,1
1947,9,13,1,2,31
1947,9,14,1,6,61
1947,9,15,0,1,1
1947,9,16,0,2,3
1947,9,17,0,3,3
1947,9,18,0,1,2
1947,9,20,1,3,13
1947,9,21,2,3,68
1947,9,22,0,1,1
1947,9,23,0,2,2
1947,9,24,0,2,3
1947,9,25,0,1,1
1947,9,26,0,1,2
1947,9,27,2,4,72
1947,9,28,0,3,3
1947,9,30,1,2,6
1947,10,1,0,2,1
1947,10,2,0,1,2
1947,10,3,1,2,2
1947,10,4,2,3,55
1947,10,5,1,1,3
1947,10,6,0,1,2
1947,10,7,0,1,1
1947,10,8,0,2,3
1947,10,10,0,1,5
1947,10,11,1,5,24
1947,10,12,1,6,20
1947,10,13,0,4,11
1947,10,14,0,2,7
1947,10,15,0,4,9
1947,10,16,0,1,4
1947,10,18,1,5,16
1947,10,19,3,9,80
1947,10,20,0,1,0
1947,10,21,0,2,2
1947,10,22,0,3,3
1947,10,23,0,1,2
1947,10,25,1,3,33
1947,10,26,2,2,36
1947,10,28,1,1,3
1947,10,29,0,1,0
1947,10,30,0,3,4
1947,11,1,0,3,3
1947,11,2,1,2,42
1947,11,4,0,2,2
1947,11,5,0,1,1
1947,11,7,0,1,2
1947,11,8,2,5,54
1947,11,9,2,4,54
1947,11,10,0,1,1
1947,11,11,0,2,2
1947,11,12,0,2,1
1947,11,15,0,2,2
1947,11,16,3,4,68
1947,11,18,0,1,2
1947,11,19,0,3,2
1947,11,20,0,1,1
1947,11,22,0,1,1
1947,11,23,0,2,1
1947,11,24,0,2,5
1947,11,26,0,2,1
1947,11,28,0,2,2
1947,11,29,0,1,0
1947,11,30,1,6,31
1947,12,1,0,1,2
1947,12,3,0,1,1
1947,12,5,0,1,1
1947,12,6,1,5,10
1947,12,7,1,2,7
1947,12,8,0,1,1
1947,12,9,0,2,2
1947,12,11,0,1,1
1947,12,12,0,1,1
1947,12,13,0,2,2
1947,12,14,1,3,25
1947,12,15,0,3,3
1947,12,17,0,1,1
1947,12,18,1,3,10
1947,12,19,0,1,0
1947,12,20,0,3,12
1947,12,21,0,4,3
1947,12,22,0,2,2
1947,12,23,0,2,4
1947,12,24,0,2,2
1947,12,25,1,2,14
1947,12,26,1,2,50
1947,12,27,1,4,14
1947,12,28,4,7,56
1947,12,29,0,1,1
1947,12,30,0,3,3
1947,12,31,0,2,4
1948,1,1,1,6,19
1948,1,2,0,2,2
1948,1,3,0,4,7
1948,1,4,0,4,4
1948,1,5,0,3,3
1948,1,6,0,1,1
1948,1,8,2,2,5
1948,1,9,2,1,4
1948,1,10,1,6,36
1948,1,11,1,3,13
1948,1,12,2,2,5
1948,1,13,0,3,3
1948,1,14,2,3,12
1948,1,16,0,3,1
1948,1,17,0,3,3
1948,1,18,2,4,34
1948,1,19,2,3,6
1948,1,20,2,3,5
1948,1,21,2,2,5
1948,1,22,3,2,12
1948,1,23,4,6,23
1948,1,24,0,1,1
1948,1,25,2,4,41
1948,1,26,0,2,8
1948,1,27,2,2,3
1948,1,28,3,6,12
1948,1,29,1,1,3
1948,1,30,2,3,9
1948,1,31,0,1,9
1948,2,1,2,6,29
1948,2,2,1,6,14
1948,2,4,0,1,1
1948,2,5,1,2,14
1948,2,6,1,1,4
1948,2,7,1,4,5
1948,2,8,1,2,5
1948,2,9,1,3,4
1948,2,10,0,1,1
1948,2,11,1,1,3
1948,2,12,0,1,3
1948,2,13,1,4,5
1948,2,15,2,5,40
1948,2,17,1,2,4
1948,2,18,1,2,5
1948,2,19,0,1,1
1948,2,20,0,3,3
1948,2,21,2,2,28
1948,2,22,1,5,20
1948,2,23,0,4,4
1948,2,24,0,1,1
1948,2,25,0,1,1
1948,2,26,2,1,7
1948,2,28,1,3,37
1948,2,29,1,3,22
1948,3,1,0,1,1
1948,3,2,1,2,7
1948,3,6,0,2,3
1948,3,7,1,4,23
1948,3,8,1,3,7
1948,3,9,0,2,2
1948,3,10,0,7,6
1948,3,11,1,2,20
1948,3,12,1,5,13
1948,3,13,1,6,15
1948,3,14,1,6,28
1948,3,15,3,7,8
1948,3,16,1,5,6
1948,3,17,2,5,10
1948,3,18,1,7,12
1948,3,19,2,4,13
1948,3,20,2,10,58
1948,3,21,5,10,84
1948,3,22,0,5,14
1948,3,23,1,6,18
1948,3,24,0,5,15
1948,3,25,0,5,13
1948,3,26,2,8,38
1948,3,27,0,2,8
1948,3,28,2,5,70
1948,3,29,2,3,19
1948,3,30,15,6,14
1948,3,31,0,5,12
1948,4,1,2,6,24
1948,4,2,1,3,13
1948,4,3,4,7,97
1948,4,4,4,11,87
1948,4,5,1,7,37
1948,4,6,2,6,49
1948,4,7,1,6,51
1948,4,8,1,5,33
1948,4,9,1,4,10
1948,4,10,1,8,15
1948,4,11,3,8,75
1948,4,12,2,9,51
1948,4,13,1,4,9
1948,4,14,3,9,58
1948,4,15,2,8,25
1948,4,16,4,9,86
1948,4,17,2,10,55
1948,4,18,7,14,108
1948,4,19,1,7,25
1948,4,20,3,8,46
1948,4,21,2,8,28
1948,4,22,3,10,45
1948,4,23,1,3,17
1948,4,24,1,9,49
1948,4,25,3,14,101
1948,4,26,1,6,23
1948,4,27,3,7,49
1948,4,28,1,3,14
1948,4,29,1,7,21
1948,4,30,32,4,13
1948,5,1,3,10,81
1948,5,2,6,11,147
1948,5,3,1,3,12
1948,5,4,2,5,36
1948,5,5,2,8,17
1948,5,6,2,6,47
1948,5,7,4,6,31
1948,5,8,2,12,82
1948,5,9,6,11,105
1948,5,10,3,10,25
1948,5,11,1,7,64
1948,5,12,3,7,102
1948,5,13,3,6,101
1948,5,14,1,5,33
1948,5,15,4,11,130
1948,5,16,4,10,138
1948,5,17,2,8,119
1948,5,18,2,8,51
1948,5,19,3,6,83
1948,5,20,2,8,90
1948,5,21,2,8,109
1948,5,22,2,12,38
1948,5,23,3,5,75
1948,5,24,2,4,25
1948,5,25,2,4,19
1948,5,26,1,6,21
1948,5,27,1,5,17
1948,5,28,3,6,30
