,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
311,bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L5715402,Saint Simons Island--Harrington Park,2020-09-30 09:28,2.0,31.207383,-81.367973,True,False,False,S74239957
312,y00033,Carolina/Black-capped Chickadee,Poecile carolinensis/atricapillus,L815528,Aspinwall,2020-09-30 09:28,1.0,40.4926754,-79.904341,True,False,True,S74241130
313,y00627,Bay-breasted/Blackpoll Warbler,Setophaga castanea/striata,L584304,Hoyt Farm Town Park,2020-09-30 09:26,1.0,40.8249489,-73.2672215,True,False,False,S74243489
314,rufhum,Rufous Hummingbird,Selasphorus rufus,L2388654,Shane Yard,2020-09-30 09:26,1.0,37.98014,-100.86064,True,False,True,S74240137
315,brthum,Broad-tailed Hummingbird,Selasphorus platycercus,L12397261,"Denver Botanic Gardens, Denver US-CO 39.73147, -104.96280",2020-09-30 09:25,2.0,39.731466,-104.962797,True,False,True,S74242526
316,norbob,Northern Bobwhite,Colinus virginianus,L9732504,Root Down Farm,2020-09-30 09:25,2.0,30.88672,-83.803077,True,False,True,S74241291
317,spotow,Spotted Towhee,Pipilo maculatus,L12397261,"Denver Botanic Gardens, Denver US-CO 39.73147, -104.96280",2020-09-30 09:25,1.0,39.731466,-104.962797,True,False,True,S74242526
318,jaeger,jaeger sp.,Stercorarius sp. (jaeger sp.),L2407676,Fort Gratiot County Park,2020-09-30 09:24,1.0,43.0825318,-82.4694836,True,False,False,S74240088
319,eargre,Eared Grebe,Podiceps nigricollis,L10069476,Ridgway SP--Bay View Day Use Area,2020-09-30 09:23,1.0,38.2024623,-107.7367869,True,False,False,S74242411
320,wesgre,Western Grebe,Aechmophorus occidentalis,L10069476,Ridgway SP--Bay View Day Use Area,2020-09-30 09:23,1.0,38.2024623,-107.7367869,True,False,False,S74242411
321,calgul,California Gull,Larus californicus,L10069476,Ridgway SP--Bay View Day Use Area,2020-09-30 09:23,15.0,38.2024623,-107.7367869,True,False,False,S74242411
322,cantow,Canyon Towhee,Melozone fusca,L12256346,Home,2020-09-30 09:21,2.0,35.8239784,-106.1990585,True,False,True,S74242811
323,snogoo,Snow Goose,Anser caerulescens,L453285,Lakeside Park,2020-09-30 09:20,1.0,43.7980487,-88.4444582,True,False,False,S74241564
324,rucspa,Rufous-crowned Sparrow,Aimophila ruficeps,L458089,Twin Buttes Reservoir,2020-09-30 09:19,2.0,31.3774555,-100.5366611,True,False,False,S74239851
325,gowwar,Golden-winged Warbler,Vermivora chrysoptera,L164542,Elinor Klapp-Phipps Park,2020-09-30 09:15,1.0,30.535666,-84.28821,True,True,False,S74241287
326,spbori,Spot-breasted Oriole,Icterus pectoralis,L200830,A. D. Barnes Park,2020-09-30 09:15,1.0,25.7340827,-80.3108552,True,False,False,S74240423
327,lesgol,Lesser Goldfinch,Spinus psaltria,L579526,Inks Dam National Fish Hatchery,2020-09-30 09:15,2.0,30.7229857,-98.3884907,True,False,False,S74242285
328,bkchum,Black-chinned Hummingbird,Archilochus alexandri,L579526,Inks Dam National Fish Hatchery,2020-09-30 09:15,2.0,30.7229857,-98.3884907,True,False,False,S74242285
329,mdxmal1,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,L10400779,Sabal Point ponds,2020-09-30 09:15,1.0,28.695783,-81.411192,True,False,True,S74238818
330,dickci,Dickcissel,Spiza americana,L10984924,Old Hebert House (private),2020-09-30 09:14,1.0,29.931299,-95.940761,True,False,False,S74241242
331,shthaw,Short-tailed Hawk,Buteo brachyurus,L127329,Sawgrass Lake Park,2020-09-30 09:13,1.0,27.8398,-82.6705,True,False,False,S74243451
332,waterf1,waterfowl sp.,Anatidae sp.,L12396822,"2105 E Fifth St, Metropolis",2020-09-30 09:07,10.0,37.162507,-88.689518,True,False,True,S74239710
333,goose1,goose sp.,Anser/Branta sp.,L227225,Millbrook Marsh Nature Center,2020-09-30 09:06,1.0,40.8136811,-77.8364684,True,False,False,S74239157
334,caskin,Cassin's Kingbird,Tyrannus vociferans,L12397199,"State Line Rd, Lordsburg US-NM (31.8154,-109.0489)",2020-09-30 09:05,1.0,31.815447,-109.048866,True,False,True,S74242147
335,gamqua,Gambel's Quail,Callipepla gambelii,L12397199,"State Line Rd, Lordsburg US-NM (31.8154,-109.0489)",2020-09-30 09:05,25.0,31.815447,-109.048866,True,False,True,S74242147
336,meadow,Western/Eastern Meadowlark,Sturnella neglecta/magna,L1073519,Katy Prairie Conserv.--Mary Manor,2020-09-30 09:04,3.0,29.8960942,-95.8932638,True,False,False,S74240872
337,whthaw,White-tailed Hawk,Geranoaetus albicaudatus,L1073519,Katy Prairie Conserv.--Mary Manor,2020-09-30 09:04,1.0,29.8960942,-95.8932638,True,False,False,S74240872
338,sagthr,Sage Thrasher,Oreoscoptes montanus,L142100,Santa Rosa Lake SP,2020-09-30 09:04,5.0,35.0357094,-104.6678162,True,False,False,S74243030
339,gnttow,Green-tailed Towhee,Pipilo chlorurus,L142100,Santa Rosa Lake SP,2020-09-30 09:04,1.0,35.0357094,-104.6678162,True,False,False,S74243030
340,plegad,Glossy/White-faced Ibis,Plegadis falcinellus/chihi,L8952411,Corbina Road,2020-09-30 09:03,4.0,30.1008814,-93.1624135,True,False,False,S74240720
341,y00728,gull/tern sp.,Laridae sp.,L12272427,(Pond Creek Watershed)Pond Creek Path part of the Louisville Loop Manslick Road Trailhead,2020-09-30 09:01,10.0,38.1196507,-85.7975215,True,False,True,S74237864
342,dendro3,Setophaga sp.,Setophaga sp.,L9927693,Melrose Heights Neighborhood,2020-09-30 09:00,2.0,34.005199,-80.995879,True,False,True,S74238983
343,bkbcuc,Black-billed Cuckoo,Coccyzus erythropthalmus,L161004,Barnegat Lighthouse SP,2020-09-30 09:00,1.0,39.7633333,-74.1058333,True,False,False,S74241532
344,brebla,Brewer's Blackbird,Euphagus cyanocephalus,L11063594,Quail Brush Creek Dr Loop,2020-09-30 08:59,4.0,38.9349425,-104.6965005,True,False,True,S74241765
345,x00195,Carolina x Black-capped Chickadee (hybrid),Poecile carolinensis x atricapillus,L329082,Beechwood Farms Nature Reserve,2020-09-30 08:59,1.0,40.5434793,-79.9062252,True,False,False,S74240666
346,saypho,Say's Phoebe,Sayornis saya,L11063594,Quail Brush Creek Dr Loop,2020-09-30 08:59,1.0,38.9349425,-104.6965005,True,False,True,S74241765
347,lessca,Lesser Scaup,Aythya affinis,L1000726,UNM--Main Campus (including Duck Pond),2020-09-30 08:58,1.0,35.084377,-106.6203403,True,False,False,S74242736
348,virrai,Virginia Rail,Rallus limicola,L603712,Mentor Marsh State Nature Preserve--Wake Robin,2020-09-30 08:58,1.0,41.7297856,-81.3189554,True,False,False,S74239330
349,horgre,Horned Grebe,Podiceps auritus,L956899,Whitefish Point--Harbor of Refuge,2020-09-30 08:57,6.0,46.761323,-84.9646745,True,False,False,S74237383
350,chirav,Chihuahuan Raven,Corvus cryptoleucus,L12397406,"I-19 S, Rio Rico US-AZ 31.52583, -111.02256",2020-09-30 08:56,1.0,31.525826,-111.022556,True,False,True,S74243469
351,comnig,Common Nighthawk,Chordeiles minor,L4381960,Rock Creek Park--Equitation Field,2020-09-30 08:56,1.0,38.9491077,-77.0483004,True,False,True,S74239377
352,buteo,Buteo sp.,Buteo sp.,L10861814,"Union Mills Road, Troy, Virginia, US",2020-09-30 08:55,1.0,37.9596809,-78.3194719,True,False,True,S74242925
353,x00422,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,L10860201,Margaritaville Resort parking Lot Preserve,2020-09-30 08:54,2.0,28.346623,-81.6055275,True,False,True,S74239156
354,annhum,Anna's Hummingbird,Calypte anna,L8032690,"20937 Southwest Moline Court, Beaverton, Oregon, US (45.517, -122.892)",2020-09-30 08:52,1.0,45.5170878,-122.8924917,True,False,True,S74243320
355,nutwoo,Nuttall's Woodpecker,Dryobates nuttallii,L10742574,"5610 Hazel Ave, Richmond US-CA 37.93843, -122.31823",2020-09-30 08:52,1.0,37.938428,-122.318227,True,False,True,S74243282
356,whwsco2,White-winged Scoter,Melanitta deglandi,L842144,Two Lights SP,2020-09-30 08:51,3.0,43.5589517,-70.2049971,True,False,False,S74240238
357,greshe,Great Shearwater,Ardenna gravis,L842144,Two Lights SP,2020-09-30 08:51,2.0,43.5589517,-70.2049971,True,False,False,S74240238
358,norgan,Northern Gannet,Morus bassanus,L842144,Two Lights SP,2020-09-30 08:51,65.0,43.5589517,-70.2049971,True,False,False,S74240238
359,vultur1,new world vulture sp.,Cathartidae sp.,L684279,Saluda Shoals Park,2020-09-30 08:50,1.0,34.0486151,-81.1829352,True,False,False,S74241798
360,chbchi,Chestnut-backed Chickadee,Poecile rufescens,L713500,San Simeon SP,2020-09-30 08:47,2.0,35.5968718,-121.1235286,True,False,False,S74243307
361,cowscj1,California Scrub-Jay,Aphelocoma californica,L713500,San Simeon SP,2020-09-30 08:47,1.0,35.5968718,-121.1235286,True,False,False,S74243307
362,baisan,Baird's Sandpiper,Calidris bairdii,L11136202,River Valley Drive,2020-09-30 08:45,1.0,38.7168804,-90.502147,True,False,True,S74240132
363,whimbr,Whimbrel,Numenius phaeopus,L12396727,Weff Rd. Docks and surrounding neighborhood,2020-09-30 08:45,1.0,29.794771,-81.26347,True,False,True,S74239149
364,gubter1,Gull-billed Tern,Gelochelidon nilotica,L12396727,Weff Rd. Docks and surrounding neighborhood,2020-09-30 08:45,1.0,29.794771,-81.26347,True,False,True,S74239149
365,clarai11,Clapper Rail,Rallus crepitans,L12396727,Weff Rd. Docks and surrounding neighborhood,2020-09-30 08:45,2.0,29.794771,-81.26347,True,False,True,S74239149
366,wessan,Western Sandpiper,Calidris mauri,L12396727,Weff Rd. Docks and surrounding neighborhood,2020-09-30 08:45,2.0,29.794771,-81.26347,True,False,True,S74239149
367,y00338,House/Purple Finch,Haemorhous mexicanus/purpureus,L10746200,Backyard,2020-09-30 08:44,2.0,41.507726,-71.423529,True,False,True,S74238108
368,altori,Altamira Oriole,Icterus gularis,L10576735,"2800–2804 Bentsen State Park Rd 43, Mission US-TX (26.1858,-98.3797)",2020-09-30 08:43,1.0,26.185775,-98.379724,True,False,True,S74241939
369,woodpe1,woodpecker sp.,Picidae sp.,L10576735,"2800–2804 Bentsen State Park Rd 43, Mission US-TX (26.1858,-98.3797)",2020-09-30 08:43,1.0,26.185775,-98.379724,True,False,True,S74241939
370,wesblu,Western Bluebird,Sialia mexicana,L6444005,UNM--North Golf Course,2020-09-30 08:42,1.0,35.098239,-106.621195,True,False,False,S74242547
371,glwgul,Glaucous-winged Gull,Larus glaucescens,L12397356,"91 Sunset Avenue, Edmonds, Washington, US (47.812, -122.382)",2020-09-30 08:42,,47.8119365,-122.3819391,True,False,True,S74243151
372,bracor,Brandt's Cormorant,Phalacrocorax penicillatus,L12397356,"91 Sunset Avenue, Edmonds, Washington, US (47.812, -122.382)",2020-09-30 08:42,,47.8119365,-122.3819391,True,False,True,S74243151
373,cacgoo1,Cackling Goose,Branta hutchinsii,L277453,Lower Wisconsin SR--Bakken's Pond Unit,2020-09-30 08:41,4.0,43.1748874,-90.1545571,True,False,False,S74239796
374,zonotr1,Zonotrichia sp.,Zonotrichia sp.,L2884763,Cut Bank--Swimming Pool Park,2020-09-30 08:41,1.0,48.6333714,-112.3411465,True,False,False,S74242442
375,nutman,Scaly-breasted Munia,Lonchura punctulata,L12021201,"105 Keplar Pl, Fairhope US-AL 30.56211, -87.88458",2020-09-30 08:40,1.0,30.562111,-87.884576,True,False,True,S74242945
376,acowoo,Acorn Woodpecker,Melanerpes formicivorus,L8381464,"2430 Canyon Glen Road, Los Alamos, New Mexico, US (35.901, -106.323)",2020-09-30 08:38,2.0,35.9005423,-106.3230029,True,False,True,S74240528
377,grnkin,Green Kingfisher,Chloroceryle americana,L770565,South Padre Is.--Birding and Nature Center,2020-09-30 08:38,1.0,26.1374859,-97.1735573,True,False,False,S74242885
378,abetow,Abert's Towhee,Melozone aberti,L9839788,901 Home,2020-09-30 08:38,1.0,33.466725,-112.062825,True,False,True,S74242872
379,trokin,Tropical Kingbird,Tyrannus melancholicus,L770565,South Padre Is.--Birding and Nature Center,2020-09-30 08:38,3.0,26.1374859,-97.1735573,True,False,False,S74242885
380,orcori,Orchard Oriole,Icterus spurius,L770565,South Padre Is.--Birding and Nature Center,2020-09-30 08:38,2.0,26.1374859,-97.1735573,True,False,False,S74242885
381,leabit,Least Bittern,Ixobrychus exilis,L770565,South Padre Is.--Birding and Nature Center,2020-09-30 08:38,1.0,26.1374859,-97.1735573,True,False,False,S74242885
382,y00324,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,L770565,South Padre Is.--Birding and Nature Center,2020-09-30 08:38,2.0,26.1374859,-97.1735573,True,False,False,S74242885
383,pyrrhu,Pyrrhuloxia,Cardinalis sinuatus,L12396692,"79842, Marathon US-TX 30.21225, -103.25482",2020-09-30 08:36,1.0,30.212248,-103.25482,True,False,True,S74238882
384,easowl1,Eastern Screech-Owl,Megascops asio,L12396777,Near Canpground,2020-09-30 08:35,1.0,35.957801,-83.53701,True,False,True,S74239439
385,blkski,Black Skimmer,Rynchops niger,L498948,Siesta Key Public Beach,2020-09-30 08:35,80.0,27.2643958,-82.5517845,True,False,False,S74237832
386,snoplo5,Snowy Plover,Charadrius nivosus,L498948,Siesta Key Public Beach,2020-09-30 08:35,2.0,27.2643958,-82.5517845,True,False,False,S74237832
387,wesgul,Western Gull,Larus occidentalis,L560458,Monterey Bay Aquarium,2020-09-30 08:33,2.0,36.6183407,-121.9016623,True,False,False,S74242935
388,pelcor,Pelagic Cormorant,Phalacrocorax pelagicus,L560458,Monterey Bay Aquarium,2020-09-30 08:33,4.0,36.6183407,-121.9016623,True,False,False,S74242935
389,pinjay,Pinyon Jay,Gymnorhinus cyanocephalus,L1984266,Tijeras Ranger Station,2020-09-30 08:33,30.0,35.0744073,-106.3841182,True,False,False,S74242139
390,blkoys,Black Oystercatcher,Haematopus bachmani,L560458,Monterey Bay Aquarium,2020-09-30 08:33,2.0,36.6183407,-121.9016623,True,False,False,S74242935
391,towsol,Townsend's Solitaire,Myadestes townsendi,L1984266,Tijeras Ranger Station,2020-09-30 08:33,3.0,35.0744073,-106.3841182,True,False,False,S74242139
392,gocspa,Golden-crowned Sparrow,Zonotrichia atricapilla,L11457112,"Bay Ridge Trail --public access gate, Pacifica US-CA",2020-09-30 08:30,4.0,37.6327227,-122.4742572,True,False,False,S74243167
393,oaktit,Oak Titmouse,Baeolophus inornatus,L1946202,home,2020-09-30 08:30,1.0,40.667104,-122.3098174,True,False,True,S74243371
394,caltow,California Towhee,Melozone crissalis,L11457112,"Bay Ridge Trail --public access gate, Pacifica US-CA",2020-09-30 08:30,1.0,37.6327227,-122.4742572,True,False,False,S74243167
395,blkpho,Black Phoebe,Sayornis nigricans,L1295042,Bufferlands--Black Crown Lake (limited access),2020-09-30 08:27,2.0,38.440615,-121.4850998,True,False,True,S74242584
396,mallar,Mallard/Mexican Duck,Anas platyrhynchos/diazi,L264663,Kachina Wetlands,2020-09-30 08:27,14.0,35.1096843,-111.6895866,True,False,False,S74243436
397,moublu,Mountain Bluebird,Sialia currucoides,L12391921,"82 Echo Trail, Cameron US-MT 44.82239, -111.54641",2020-09-30 08:25,8.0,44.822389,-111.546413,True,False,True,S74240536
398,teal,teal sp.,Anatidae sp. (teal sp.),L1397102,Lickinghole Creek,2020-09-30 08:24,1.0,38.0603747,-78.6677957,True,True,False,S74238042
399,clanut,Clark's Nutcracker,Nucifraga columbiana,L11007137,"117 Meadowlark Trail, Jefferson City US-MT 46.38699, -112.06890",2020-09-30 08:24,2.0,46.386991,-112.068896,True,False,True,S74241861
400,snakit,Snail Kite,Rostrhamus sociabilis,L772833,Ralph V. Chisholm Regional Park,2020-09-30 08:23,1.0,28.2782779,-81.2518787,True,False,False,S74240962
401,redcro,Red Crossbill,Loxia curvirostra,L12397192,"180 S Parker Rd, Coupeville US-WA 48.20891, -122.62398",2020-09-30 08:19,5.0,48.208906,-122.623975,True,False,True,S74242117
402,pacwre1,Pacific Wren,Troglodytes pacificus,L12397192,"180 S Parker Rd, Coupeville US-WA 48.20891, -122.62398",2020-09-30 08:19,1.0,48.208906,-122.623975,True,False,True,S74242117
403,dove1,pigeon/dove sp.,Columbidae sp.,L9362117,"Dyck Arboretum of the Plains, West Hickory Street, Hesston, KS",2020-09-30 08:18,4.0,38.129406,-97.433897,True,False,True,S74241314
404,canwre,Canyon Wren,Catherpes mexicanus,L1577326,Austin Home,2020-09-30 08:18,1.0,42.8198823,-108.8135265,True,False,True,S74239846
405,coshum,Costa's Hummingbird,Calypte costae,L12355098,Countryside Heights,2020-09-30 08:17,1.0,32.3696974,-111.0708279,True,False,True,S74242493
406,phaino,Phainopepla,Phainopepla nitens,L12355098,Countryside Heights,2020-09-30 08:17,1.0,32.3696974,-111.0708279,True,False,True,S74242493
407,gryfly,Gray Flycatcher,Empidonax wrightii,L9861160,Buffalo Thunder Casino Ponds (view from parking lot only),2020-09-30 08:17,1.0,35.8591521,-105.994053,True,False,False,S74241875
408,oriole,new world oriole sp.,Icterus sp.,L9669890,Lake Creek Trail--East (Williamson Co.),2020-09-30 08:17,1.0,30.4626635,-97.7598189,True,False,False,S74241292
409,gilwoo,Gila Woodpecker,Melanerpes uropygialis,L12355098,Countryside Heights,2020-09-30 08:17,1.0,32.3696974,-111.0708279,True,False,True,S74242493
410,bknsti,Black-necked Stilt,Himantopus mexicanus,L987064,Grand Isle--Exxon fields,2020-09-30 08:17,2.0,29.247071,-89.9725771,True,False,False,S74238994
411,brnowl,Barn Owl,Tyto alba,L421224,Heritage Community Park and Natural Area,2020-09-30 08:16,1.0,37.2397586,-80.457859,True,False,False,S74239053
412,chicka1,chickadee sp.,Poecile sp.,L1109025,Ashford - 54802 306th Avenue East,2020-09-30 08:15,1.0,46.7609143,-122.01931,True,False,True,S74243456
413,y00225,Gray-cheeked/Bicknell's Thrush,Catharus minimus/bicknelli,L6712649,Unadilla (TC Home),2020-09-30 08:15,1.0,32.274231,-83.6298097,True,False,True,S74238779
414,y00470,Cackling/Canada Goose,Branta hutchinsii/canadensis,L3011029,Spring Garden City Park,2020-09-30 08:14,16.0,45.4629957,-122.7108586,True,False,False,S74243338
415,wewpew,Western Wood-Pewee,Contopus sordidulus,L11766981,Rome Lane,2020-09-30 08:13,1.0,35.251673,-106.600858,True,False,True,S74239705
416,hamfly,Hammond's Flycatcher,Empidonax hammondii,L11766981,Rome Lane,2020-09-30 08:13,1.0,35.251673,-106.600858,True,False,True,S74239705
417,seaspa,Seaside Sparrow,Ammospiza maritima,L12396520,"30501–30599 LA-1, Golden Meadow US-LA 29.18960, -90.08599",2020-09-30 08:12,2.0,29.189601,-90.085994,True,False,True,S74237845
418,y00012,Western/Clark's Grebe,Aechmophorus occidentalis/clarkii,L165048,Farmington Bay WMA,2020-09-30 08:11,25.0,40.955141,-111.9191396,True,False,False,S74241360
419,whiegr1,white egret sp.,Ardea/Egretta/Bubulcus sp.,L165048,Farmington Bay WMA,2020-09-30 08:11,2.0,40.955141,-111.9191396,True,False,False,S74241360
420,sterna,Sterna sp.,Sterna sp.,L165048,Farmington Bay WMA,2020-09-30 08:11,1.0,40.955141,-111.9191396,True,False,False,S74241360
421,clagre,Clark's Grebe,Aechmophorus clarkii,L165048,Farmington Bay WMA,2020-09-30 08:11,2.0,40.955141,-111.9191396,True,False,False,S74241360
422,falcon,falcon sp.,Falco sp.,L165048,Farmington Bay WMA,2020-09-30 08:11,1.0,40.955141,-111.9191396,True,False,False,S74241360
423,spizel1,Spizella sp.,Spizella sp.,L165048,Farmington Bay WMA,2020-09-30 08:11,8.0,40.955141,-111.9191396,True,False,False,S74241360
424,whfibi,White-faced Ibis,Plegadis chihi,L165048,Farmington Bay WMA,2020-09-30 08:11,7.0,40.955141,-111.9191396,True,False,False,S74241360
425,batpig1,Band-tailed Pigeon,Patagioenas fasciata,L4953579,Beaumont - Wilshire / Grant Park Neighborhood,2020-09-30 08:11,7.0,45.545059,-122.627326,True,False,True,S74242514
426,allhum,Allen's Hummingbird,Selasphorus sasin,L4896569,Campesino Place,2020-09-30 08:10,2.0,33.1870206,-117.3381042,True,False,True,S74242144
427,gragoo1,Graylag Goose (Domestic type),Anser anser (Domestic type),L620092,Old Reid Park,2020-09-30 08:10,1.0,39.9487006,-83.7551308,True,False,False,S74240034
428,sedwre,Sedge Wren,Cistothorus platensis,L337282,Runge Conservation Nature Center,2020-09-30 08:07,1.0,38.5891011,-92.2316623,True,False,False,S74241241
429,swawar,Swainson's Warbler,Limnothlypis swainsonii,L229579,Everglades NP--Long Pine Key Campground & Trail,2020-09-30 08:07,1.0,25.3985091,-80.6554395,True,False,False,S74239163
430,blkgui,Black Guillemot,Cepphus grylle,L272667,Dyer Point,2020-09-30 08:07,3.0,43.5653323,-70.1971416,True,False,False,S74239553
431,vesspa,Vesper Sparrow,Pooecetes gramineus,L264663,Kachina Wetlands,2020-09-30 08:06,10.0,35.1096843,-111.6895866,True,False,False,S74242265
432,grackl,grackle sp.,Quiscalus sp.,L10213821,"SE Alligator Gln, Lake City US-FL (30.1671,-82.6156)",2020-09-30 08:06,4.0,30.167144,-82.615646,True,False,True,S74242758
433,goleag,Golden Eagle,Aquila chrysaetos,L12396766,"3419–3499 Belfry Hwy, Powell US-WY 44.96228, -109.05780",2020-09-30 08:05,1.0,44.962281,-109.057799,True,False,True,S74239398
434,westan,Western Tanager,Piranga ludoviciana,L2505621,"Soquel, Crestline Way",2020-09-30 08:05,1.0,36.9936841,-121.9470379,True,False,True,S74242785
435,larbun,Lark Bunting,Calamospiza melanocorys,L882592,"McAlister Park, Lubbock",2020-09-30 08:04,1.0,33.5422531,-101.9487476,True,False,False,S74238885
436,amebit,American Bittern,Botaurus lentiginosus,L5904065,Dallas Hunting and Fishing Club (Private Limited Access),2020-09-30 08:04,1.0,32.6528068,-96.671889,True,False,True,S74242048
437,hummin,hummingbird sp.,Trochilidae sp.,L5904065,Dallas Hunting and Fishing Club (Private Limited Access),2020-09-30 08:04,2.0,32.6528068,-96.671889,True,False,True,S74242048
438,cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L5904065,Dallas Hunting and Fishing Club (Private Limited Access),2020-09-30 08:04,2.0,32.6528068,-96.671889,True,False,True,S74242048
439,btywar,Black-throated Gray Warbler,Setophaga nigrescens,L373922,Heather Farm Park,2020-09-30 08:03,1.0,37.9209496,-122.0434338,True,False,False,S74243508
440,gragoo4,Graylag Goose (Domestic type) x Canada Goose (hybrid),Anser anser (Domestic type) x Branta canadensis,L11995535,River Pointe Apartments,2020-09-30 08:01,2.0,41.6710225,-86.1059688,True,False,True,S74236388
441,miskit,Mississippi Kite,Ictinia mississippiensis,L1008785,306 Mission Rd/Power station (Parakeet colony),2020-09-30 08:01,1.0,29.3972441,-98.4890494,True,False,False,S74239261
442,y00983,Black-capped/Mountain Chickadee,Poecile atricapillus/gambeli,L9341890,"Illinois St to Deadman Gulch, Golden US-CO (39.7406,-105.2150)",2020-09-30 08:01,1.0,39.740597,-105.214961,True,False,True,S74243343
443,verdin,Verdin,Auriparus flaviceps,L762169,Himmel Park,2020-09-30 08:00,4.0,32.2334226,-110.9327316,True,False,False,S74243450
444,plsvir,Plumbeous Vireo,Vireo plumbeus,L762169,Himmel Park,2020-09-30 08:00,1.0,32.2334226,-110.9327316,True,False,False,S74243450
445,cavswa,Cave Swallow,Petrochelidon fulva,L343037,Brazos River Valley Trail (PPW-W 003),2020-09-30 08:00,3.0,30.1721509,-96.2045545,True,False,False,S74241530
446,nstspa,Nelson's Sparrow,Ammospiza nelsoni,L2706753,Pipestone Indian State WMA,2020-09-30 07:59,1.0,44.0210888,-96.3290477,True,False,False,S74239037
447,hutvir,Hutton's Vireo,Vireo huttoni,L246114,Cibolo Nature Ctr. (HOTE 078),2020-09-30 07:59,1.0,29.7812891,-98.7096262,True,False,False,S74239052
448,piggui,Pigeon Guillemot,Cepphus columba,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,4.0,47.6603,-122.50262,True,False,True,S74242701
449,purmar,Purple Martin,Progne subis,L1609082,Indian Spring (restricted access/private golf course),2020-09-30 07:58,1.0,26.5052081,-80.1399958,True,False,True,S74237345
450,finch1,finch sp.,Fringillidae sp.,L281786,Cornell University--Beebe Lake,2020-09-30 07:58,4.0,42.4512932,-76.4767515,True,False,False,S74238023
451,mewgul,Mew Gull,Larus canus,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,13.0,47.6603,-122.50262,True,False,True,S74242701
452,rhiauk,Rhinoceros Auklet,Cerorhinca monocerata,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,2.0,47.6603,-122.50262,True,False,True,S74242701
453,cormor1,cormorant sp.,Phalacrocoracidae sp.,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,20.0,47.6603,-122.50262,True,False,True,S74242701
454,pacloo,Pacific Loon,Gavia pacifica,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,1.0,47.6603,-122.50262,True,False,True,S74242701
455,renpha,Red-necked Phalarope,Phalaropus lobatus,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,40.0,47.6603,-122.50262,True,False,True,S74242701
456,y00656,Western/Glaucous-winged Gull,Larus occidentalis/glaucescens,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,4.0,47.6603,-122.50262,True,False,True,S74242701
457,redegr,Reddish Egret,Egretta rufescens,L4608839,Anna Maria Island--Bean Point,2020-09-30 07:58,1.0,27.5372054,-82.7455044,True,False,False,S74237297
458,sursco,Surf Scoter,Melanitta perspicillata,L3153773,Bainbridge Island - Skiff Point,2020-09-30 07:58,13.0,47.6603,-122.50262,True,False,True,S74242701
459,bktgna,Black-tailed Gnatcatcher,Polioptila melanura,L1090218,Lake Mead NRA--Telephone Cove,2020-09-30 07:57,1.0,35.231248,-114.5719528,True,False,False,S74243245
460,bktspa,Black-throated Sparrow,Amphispiza bilineata,L1090218,Lake Mead NRA--Telephone Cove,2020-09-30 07:57,11.0,35.231248,-114.5719528,True,False,False,S74243245
461,thrush1,thrush sp.,Turdidae sp.,L6445575,*Moses Cone Memorial Park--Trout Lake,2020-09-30 07:55,1.0,36.1560943,-81.6948938,True,False,True,S74243068
462,lawgol,Lawrence's Goldfinch,Spinus lawrencei,L6688547,"735 Sonja Ave, Ridgecrest US-CA (35.6363,-117.6852)",2020-09-30 07:55,8.0,35.63634,-117.685207,True,False,True,S74243206
463,cacwre,Cactus Wren,Campylorhynchus brunneicapillus,L756149,Lincoln Park--Atturbury Wash,2020-09-30 07:54,1.0,32.1740142,-110.8135986,True,False,False,S74241925
464,whtswi,White-throated Swift,Aeronautes saxatalis,L2264623,Grand Canyon NP--Grandview Point,2020-09-30 07:54,1.0,35.9975909,-111.9878483,True,False,False,S74240118
465,laplon,Lapland Longspur,Calcarius lapponicus,L164179,Wisconsin Point,2020-09-30 07:53,10.0,46.701584,-92.00827,True,False,False,S74239182
466,indpea1,Indian Peafowl (Domestic type),Pavo cristatus (Domestic type),L12154996,"14531 River Forest Dr, Houston US-TX 29.76449, -95.60448",2020-09-30 07:52,2.0,29.76449,-95.604481,True,False,True,S74238766
467,heegul,Heermann's Gull,Larus heermanni,L467222,Richmond Beach Saltwater Park,2020-09-30 07:51,5.0,47.7635752,-122.3851633,True,False,False,S74242886
468,gwfgoo,Greater White-fronted Goose,Anser albifrons,L1294688,Sacramento Reg Wastewater Treatment Plant (limited access),2020-09-30 07:51,6.0,38.4407495,-121.4792633,True,False,False,S74242107
